CODE,FAMILLE,DESIGNATIONS,UNITE DE MESURE,BI,BS
2132 1111 111 1111,CONCEPTIONS ET ACQUISITION DE SYSTÈMES
D’ORGANISATION- PROGICIELS,APPLICATION WEB - MACRO BLOCS FONCTIONNELS (L) :
     DESIGN ATTRAYANT
     CONFORMITE AUX STANDARDS DU WEB (COMPATIBILITE, PORTABILITE, EVOLUTIF)
     MISE A JOUR RAPIDE DES DONNEES
     MISE EN PLACE DE L’HYPER TEXT TRANSFER PROTOCOLE SECURE (HTTPS)
     AFFICHAGE SUR LES APPAREILS (NOTEBOOK, TABLETTE, IPAD, SMARTPHONE)
     MENUS CACHES
     MULTI UTILISATEURS
     MULTI FONCTIONS
     IMAGES DE QUALITE ET PERSONNALISABLES
     BARRE DE DEFILEMENT
     SYSTEME DE FILTRE
     INFORMATIONS DE CONTACT
     ENREGISTREMENT FACILE ET PRATIQUE
     NOTIFICATIONS INTELLIGENTES
     INTERFACE UTILISATEUR (IU) INTUITIVE ET FACILE A UTILISER
     CHARGEMENT RAPIDE ET REACTIVES AUX ENTREES DE DONNEES
     FONCTIONS DE CRYPTAGE DES DONNEES ET D’AUTHENTIFICATION
     CONFORME A LA CHARTE GRAPHIQUE DU GOUVERNEMENT BENINOIS
     SGBD (MARIADB, MONGODB, MYSQL, POSTGRESQL OU EQUIVALENT),U,21 600 000,36 000 000
2132 1111 111 1112,CONCEPTIONS ET ACQUISITION DE SYSTÈMES
D’ORGANISATION- PROGICIELS,APPLICATION MOBILE - MACRO BLOCS FONCTIONNELS (L)
     DESIGN ATTRAYANT
     CONFORMITE AUX STANDARDS DU WEB (COMPATIBILITE, PORTABILITE, EVOLUTIF)
     MISE A JOUR RAPIDE DES DONNEES
     AFFICHAGE SUR LES APPAREILS (NOTEBOOK, TABLETTE, IPAD, SMARTPHONE)
     MENUS CACHES
     MULTI UTILISATEURS
     MULTI FONCTIONS
     IMAGES DE QUALITE ET PERSONNALISABLES
     BARRE DE DEFILEMENT
     SYSTEME DE FILTRE
     INFORMATIONS DE CONTACT
     ANIMATIONS
     MISE EN PLACE DU BOUTON « RETOUR »
     ENREGISTREMENT FACILE ET PRATIQUE
     COMPATIBLE IOS ET ANDROID
     OPTIMISATION DU POSITIONNEMENT DANS LE STORE
     NOTIFICATIONS INTELLIGENTES
     INTERFACE UTILISATEUR (IU) INTUITIVE ET FACILE A UTILISER
     CHARGEMENT RAPIDE ET REACTIVE AUX ENTREES DE DONNEES
     FONCTIONS DE CRYPTAGE DES DONNEES ET D’AUTHENTIFICATION
     CONFORME A LA CHARTE GRAPHIQUE DU GOUVERNEMENT BENINOIS
     SGBD (MARIADB, MONGODB, MYSQL, POSTGRESQL),,6 000 000,10 000 000
2132 1111 111 1113,CONCEPTIONS ET ACQUISITION DE SYSTÈMES
